"Код SAP площадки";"Контрагент";;"Модель";"Рабочий объем";"Тип двигателя";"Стоимость работ";;;;;;"Стоимость запчастей";;;;;;"Стоимость запчастей PL-2";;;"Итого - ремонт";;;;;;"Итого - PL-2 ремонт";;
;;;;;;"1 год 15000 км";"2 года 30000 км";"3 года 45000 км";"4 года 60000 км";"5 лет 75000 км";"6 лет 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 лет 75000 км";"6 лет 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км"
"C40AF10223";"Регинас Екатеринбург";;"i40";"1.7";"Дизельный";2450;3325;2450;3325;2450;3325;7510;12500;7510;12500;7510;12500;11300;6310;11300;9960;15825;9960;15825;9960;15825;14625;8760;14625
"C40AF10223";"Регинас Екатеринбург";;"Creta";"1.6";"Бензиновый";2975;4025;2975;4725;2975;4025;4960;8700;4960;10840;4960;8700;10590;4710;8450;7935;12725;7935;15565;7935;12725;15315;7685;12475
"C40AF10223";"Регинас Екатеринбург";;"Creta";"2.0";"Бензиновый";2975;4025;2975;4725;2975;4025;5380;6200;5380;8340;5380;6200;8090;5130;5950;8355;10225;8355;13065;8355;10225;12815;8105;9975
"C40AF10223";"Регинас Екатеринбург";;"ix35";"2.0";"Бензиновый";2975;4025;2975;4725;2975;4025;6370;7190;6370;9190;6370;7190;7030;5110;5930;9345;11215;9345;13915;9345;11215;11755;8085;9955
"C40AF10223";"Регинас Екатеринбург";;"ix35";"2.0";"Дизельный";2975;4025;2975;4725;2975;4025;9750;13050;9750;13050;9750;13050;11400;8670;11400;12725;17075;12725;17775;12725;17075;16125;11645;15425
"C40AF10223";"Регинас Екатеринбург";;"Tucson";"1.6";"Бензиновый";2975;4025;2975;4725;2975;4025;5820;6640;5820;8690;5820;6640;7980;5110;5930;8795;10665;8795;13415;8795;10665;12705;8085;9955
"C40AF10223";"Регинас Екатеринбург";;"Tucson";"2.0";"Бензиновый";2975;4025;2975;4725;2975;4025;6300;7120;6300;9790;6300;7120;9540;6050;6870;9275;11145;9275;14515;9275;11145;14265;9025;10895
"C40AF10223";"Регинас Екатеринбург";;"Tucson";"1.6T GDI";"Бензиновый";2975;4025;2975;4725;2975;4025;6700;7520;6700;9570;6700;7520;8860;5990;6810;9675;11545;9675;14295;9675;11545;13585;8965;10835
"C40AF10223";"Регинас Екатеринбург";;"Tucson";"2.0";"Дизельный";2975;4025;2975;4025;2975;4025;9390;14910;9390;14910;9390;14910;14800;9280;14800;12365;18935;12365;18935;12365;18935;18825;12255;18825
"C40AF10223";"Регинас Екатеринбург";;"Santa Fe";"2.4";"Бензиновый";2975;4025;2975;4725;2975;4025;7110;7930;7110;9930;7110;7930;7770;5850;6670;10085;11955;10085;14655;10085;11955;12495;8825;10695
"C40AF10223";"Регинас Екатеринбург";;"Santa Fe";"2.2";"Дизельный";2975;4025;2975;4025;2975;4025;9260;14250;9260;14250;9260;14250;13170;8180;13170;12235;18275;12235;18275;12235;18275;17195;11155;17195
"C40AF10223";"Регинас Екатеринбург";;"Santa Fe New";"2.4";"Бензиновый";2975;4025;2975;4725;2975;4025;7580;8400;7580;10190;7580;8400;9940;7330;8150;10555;12425;10555;14915;10555;12425;14665;10305;12175
"C40AF10223";"Регинас Екатеринбург";;"Santa Fe New";"2.2";"Дизельный";2975;4025;2975;4025;2975;4025;10610;15460;10610;15460;10610;15460;15170;10320;15170;13585;19485;13585;19485;13585;19485;19195;13295;19195
"C40AF10223";"Регинас Екатеринбург";;"Grand Santa Fe";"3.3";"Бензиновый";2975;4025;2975;4725;2975;4025;8550;9370;8550;11370;8550;9370;9090;7170;7990;11525;13395;11525;16095;11525;13395;13815;10145;12015
"C40AF10223";"Регинас Екатеринбург";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";2975;4025;2975;4725;2975;4025;8940;9760;8940;14490;8940;9760;13110;7560;8380;11915;13785;11915;19215;11915;13785;17835;10535;12405
"C40AF10223";"Регинас Екатеринбург";;"Grand Santa Fe";"2.2";"Дизельный";2975;4025;2975;4025;2975;4025;9930;14920;9930;14920;9930;14920;13590;8600;13590;12905;18945;12905;18945;12905;18945;17615;11575;17615
"C40AF10223";"Регинас Екатеринбург";;"H1";"2.4";"Бензиновый";2975;4025;2975;4725;2975;4025;8270;9090;8270;10990;8270;9090;9260;7280;8100;11245;13115;11245;15715;11245;13115;13985;10255;12125
"C40AF10223";"Регинас Екатеринбург";;"H1";"2.5";"Дизельный";2975;4025;2975;4025;2975;4025;10410;13960;10410;13960;10410;13960;11900;8350;11900;13385;17985;13385;17985;13385;17985;15925;11325;15925
"C40AF00961";"Истен Моторс";;"Solaris New";"1.4";"Бензиновый";2940;3990;2940;5040;2940;3990;4700;5520;4700;8010;4700;5520;7750;4440;5260;7640;9510;7640;13050;7640;9510;12790;7380;9250
"C40AF00961";"Истен Моторс";;"Solaris New";"1.6";"Бензиновый";2940;3990;2940;5040;2940;3990;4700;8440;4700;10930;4700;8440;10680;4450;8190;7640;12430;7640;15970;7640;12430;15720;7390;12180
"C40AF00961";"Истен Моторс";;"Solaris";"1.4";"Бензиновый";2940;3990;2940;5040;2940;3990;4750;8490;4750;10490;4750;8490;8650;3810;7550;7690;12480;7690;15530;7690;12480;13690;6750;11540
"C40AF00961";"Истен Моторс";;"Solaris";"1.6";"Бензиновый";2940;3990;2940;5040;2940;3990;4750;8490;4750;10490;4750;8490;8650;3810;7550;7690;12480;7690;15530;7690;12480;13690;6750;11540
"C40AF00961";"Истен Моторс";;"i30";"1.4";"Бензиновый";2940;3990;2940;4830;2940;3990;6550;7370;6550;9270;6550;7370;7040;5060;5880;9490;11360;9490;14100;9490;11360;11870;8000;9870
"C40AF00961";"Истен Моторс";;"i30";"1.6";"Бензиновый";2940;3990;2940;4830;2940;3990;6550;7370;6550;9270;6550;7370;7040;5060;5880;9490;11360;9490;14100;9490;11360;11870;8000;9870
"C40AF00961";"Истен Моторс";;"Elantra";"1.6";"Бензиновый";2940;3990;2940;4830;2940;3990;6210;8990;6210;11180;6210;8990;9390;4940;7200;9150;12980;9150;16010;9150;12980;14220;7880;11190
"C40AF00961";"Истен Моторс";;"Elantra";"1.8";"Бензиновый";2940;3990;2940;4830;2940;3990;6630;7450;6630;9640;6630;7450;8370;5360;6180;9570;11440;9570;14470;9570;11440;13200;8300;10170
"C40AF00961";"Истен Моторс";;"Elantra new";"1.6";"Бензиновый";2940;3990;2940;4830;2940;3990;5780;8560;5780;11930;5780;8560;11160;5530;7790;8720;12550;8720;16760;8720;12550;15990;8470;11780
"C40AF00961";"Истен Моторс";;"Elantra new";"2.0";"Бензиновый";2940;3990;2940;4830;2940;3990;6200;7020;6200;10390;6200;7020;10140;5950;6770;9140;11010;9140;15220;9140;11010;14970;8890;10760
"C40AF00961";"Истен Моторс";;"Veloster";"1.6";"Бензиновый";2940;3990;2940;4830;2940;3990;5470;8250;5470;10440;5470;8250;8660;4210;6470;8410;12240;8410;15270;8410;12240;13490;7150;10460
"C40AF00961";"Истен Моторс";;"Veloster";"1.6T GDI";"Бензиновый";2940;3990;2940;4830;2940;3990;5856;6676;5856;8866;5856;6676;7826;4816;5636;8796;10666;8796;13696;8796;10666;12656;7756;9626
"C40AF00961";"Истен Моторс";;"Sonata";"2.0";"Бензиновый";2940;3990;2940;4830;2940;3990;6880;7700;6880;11500;6880;7700;11250;6630;7450;9820;11690;9820;16330;9820;11690;16080;9570;11440
"C40AF00961";"Истен Моторс";;"Sonata";"2.4 GDi";"Бензиновый";2940;3990;2940;4830;2940;3990;6952;7772;6952;11142;6952;7772;10892;6702;7522;9892;11762;9892;15972;9892;11762;15722;9642;11512
"C40AF00961";"Истен Моторс";;"i40";"1.6";"Бензиновый";2940;3990;2940;4830;2940;3990;6990;7810;6990;11380;6990;7810;10010;5620;6440;9930;11800;9930;16210;9930;11800;14840;8560;10430
"C40AF00961";"Истен Моторс";;"i40";"2.0";"Бензиновый";2940;3990;2940;4830;2940;3990;6410;7230;6410;9320;6410;7230;7690;5260;6080;9350;11220;9350;14150;9350;11220;12520;8200;10070
"C40AF00961";"Истен Моторс";;"i40";"1.7";"Дизельный";2940;3990;2940;3990;2940;3990;7510;12500;7510;12500;7510;12500;11300;6310;11300;10450;16490;10450;16490;10450;16490;15290;9250;15290
"C40AF00961";"Истен Моторс";;"Creta";"1.6";"Бензиновый";3570;4830;3570;5670;3570;4830;4960;8700;4960;10840;4960;8700;10590;4710;8450;8530;13530;8530;16510;8530;13530;16260;8280;13280
"C40AF00961";"Истен Моторс";;"Creta";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;5380;6200;5380;8340;5380;6200;8090;5130;5950;8950;11030;8950;14010;8950;11030;13760;8700;10780
"C40AF00961";"Истен Моторс";;"ix35";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;6370;7190;6370;9190;6370;7190;7030;5110;5930;9940;12020;9940;14860;9940;12020;12700;8680;10760
"C40AF00961";"Истен Моторс";;"ix35";"2.0";"Дизельный";3570;4830;3570;4830;3570;4830;9750;13050;9750;13050;9750;13050;11400;8670;11400;13320;17880;13320;17880;13320;17880;16230;12240;16230
"C40AF00961";"Истен Моторс";;"Tucson";"1.6";"Бензиновый";3570;4830;3570;5670;3570;4830;5820;6640;5820;8690;5820;6640;7980;5110;5930;9390;11470;9390;14360;9390;11470;13650;8680;10760
"C40AF00961";"Истен Моторс";;"Tucson";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;6300;7120;6300;9790;6300;7120;9540;6050;6870;9870;11950;9870;15460;9870;11950;15210;9620;11700
"C40AF00961";"Истен Моторс";;"Tucson";"1.6T GDI";"Бензиновый";3570;4830;3570;5670;3570;4830;6700;7520;6700;9570;6700;7520;8860;5990;6810;10270;12350;10270;15240;10270;12350;14530;9560;11640
"C40AF00961";"Истен Моторс";;"Tucson";"2.0";"Дизельный";3570;4830;3570;4830;3570;4830;9390;14910;9390;14910;9390;14910;14800;9280;14800;12960;19740;12960;19740;12960;19740;19630;12850;19630
"C40AF00961";"Истен Моторс";;"Santa Fe";"2.4";"Бензиновый";3570;4830;3570;5670;3570;4830;7110;7930;7110;9930;7110;7930;7770;5850;6670;10680;12760;10680;15600;10680;12760;13440;9420;11500
"C40AF00961";"Истен Моторс";;"Santa Fe";"2.2";"Дизельный";3570;4830;3570;4830;3570;4830;9260;14250;9260;14250;9260;14250;13170;8180;13170;12830;19080;12830;19080;12830;19080;18000;11750;18000
"C40AF00961";"Истен Моторс";;"Santa Fe New";"2.4";"Бензиновый";3570;4830;3570;5670;3570;4830;7580;8400;7580;10190;7580;8400;9940;7330;8150;11150;13230;11150;15860;11150;13230;15610;10900;12980
"C40AF00961";"Истен Моторс";;"Santa Fe New";"2.2";"Дизельный";3570;4830;3570;4830;3570;4830;10610;15460;10610;15460;10610;15460;15170;10320;15170;14180;20290;14180;20290;14180;20290;20000;13890;20000
"C40AF00961";"Истен Моторс";;"Grand Santa Fe";"3.3";"Бензиновый";3570;4830;3570;5670;3570;4830;8550;9370;8550;11370;8550;9370;9090;7170;7990;12120;14200;12120;17040;12120;14200;14760;10740;12820
"C40AF00961";"Истен Моторс";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";3570;4830;3570;5670;3570;4830;8940;9760;8940;14490;8940;9760;13110;7560;8380;12510;14590;12510;20160;12510;14590;18780;11130;13210
"C40AF00961";"Истен Моторс";;"Grand Santa Fe";"2.2";"Дизельный";3570;4830;3570;4830;3570;4830;9930;14920;9930;14920;9930;14920;13590;8600;13590;13500;19750;13500;19750;13500;19750;18420;12170;18420
"C40AF00961";"Истен Моторс";;"H1";"2.4";"Бензиновый";3570;4830;3570;5670;3570;4830;8270;9090;8270;10990;8270;9090;9260;7280;8100;11840;13920;11840;16660;11840;13920;14930;10850;12930
"C40AF00961";"Истен Моторс";;"H1";"2.5";"Дизельный";3570;4830;3570;4830;3570;4830;10410;13960;10410;13960;10410;13960;11900;8350;11900;13980;18790;13980;18790;13980;18790;16730;11920;16730
"C40AF00181";"Моторавто";;"Solaris New";"1.4";"Бензиновый";2652;5102;2652;5118;2652;5102;5848;6398;5848;8882;5848;6398;8882;5848;6398;8500;11500;8500;14000;8500;11500;14000;8500;11500
"C40AF00181";"Моторавто";;"Solaris New";"1.6";"Бензиновый";2648;3154;2648;3170;2648;3154;5852;8346;5852;10830;5852;8346;10531;5553;6103;8500;11500;8500;14000;8500;11500;13701;8201;9257
"C40AF00181";"Моторавто";;"Solaris";"1.4";"Бензиновый";2608;3114;2608;2794;2608;3114;5892;8386;5892;11206;5892;8386;8777;4906;6860;8500;11500;8500;14000;8500;11500;11571;7514;9974
"C40AF00181";"Моторавто";;"Solaris";"1.6";"Бензиновый";2608;3114;2608;2794;2608;3114;5892;8386;5892;11206;5892;8386;8777;4906;6860;8500;11500;8500;14000;8500;11500;11571;7514;9974
"C40AF00181";"Моторавто";;"i30";"1.4";"Бензиновый";3678;6028;3678;3762;3678;6028;6822;7472;6822;11238;6822;7472;11238;6523;7173;10500;13500;10500;15000;10500;13500;15000;10201;13201
"C40AF00181";"Моторавто";;"i30";"1.6";"Бензиновый";3678;6028;3678;2916;3678;6028;6822;7472;6822;12084;6822;7472;11245;6523;7173;10500;13500;10500;15000;10500;13500;14161;10201;13201
"C40AF00181";"Моторавто";;"Elantra";"1.6";"Бензиновый";3241;3647;3241;3252;3241;3647;7259;9853;7259;11748;7259;9853;11748;5944;5092;10500;13500;10500;15000;10500;13500;15000;9185;8739
"C40AF00181";"Моторавто";;"Elantra";"1.8";"Бензиновый";2391;2897;2391;3002;2391;2897;8109;10603;8109;12498;8109;10603;12498;6794;5842;10500;13500;10500;15500;10500;13500;15500;9185;8739
"C40AF00181";"Моторавто";;"Elantra new";"1.6";"Бензиновый";2578;3584;2578;5559;2578;3584;6922;9416;6922;11941;6922;9416;11941;6623;8577;9500;13000;9500;17500;9500;13000;17500;9201;12161
"C40AF00181";"Моторавто";;"Elantra new";"2.0";"Бензиновый";2828;3778;2828;3914;2828;3778;7672;8222;7672;11586;7672;8222;11586;7373;7923;10500;12000;10500;15500;10500;12000;15500;10201;11701
"C40AF00181";"Моторавто";;"Veloster";"1.6";"Бензиновый";2223;2729;2223;4048;2223;2729;6277;8771;6277;10952;6277;8771;8742;5183;7137;8500;11500;8500;15000;8500;11500;12790;7406;9866
"C40AF00181";"Моторавто";;"Veloster";"1.6T GDI";"Бензиновый";2386;4336;2386;6155;2386;4336;6614;7164;6614;9345;6614;7164;9345;5353;5903;9000;11500;9000;15500;9000;11500;15500;7739;10239
"C40AF00181";"Моторавто";;"Sonata";"2.0";"Бензиновый";2970;3920;2970;4351;2970;3920;7530;8080;7530;14149;7530;8080;13326;7231;7781;10500;12000;10500;18500;10500;12000;17677;10201;11701
"C40AF00181";"Моторавто";;"Sonata";"2.4 GDi";"Бензиновый";2445;5895;2445;5098;2445;5895;8055;8605;8055;12402;8055;8605;12402;7756;8306;10500;14500;10500;17500;10500;14500;17500;10201;14201
"C40AF00181";"Моторавто";;"i40";"1.6";"Бензиновый";2275;6725;2275;3620;2275;6725;8225;8775;8225;14880;8225;8775;12090;6851;7401;10500;15500;10500;18500;10500;15500;15710;9126;14126
"C40AF00181";"Моторавто";;"i40";"2.0";"Бензиновый";2237;6687;2237;3582;2237;6687;8263;8813;8263;14918;8263;8813;12295;7056;7606;10500;15500;10500;18500;10500;15500;15877;9293;14293
"C40AF00181";"Моторавто";;"i40";"1.7";"Дизельный";2669;5491;2669;5491;2669;5491;8831;12009;8831;12009;8831;12009;10197;7626;10197;11500;17500;11500;17500;11500;17500;15688;10295;15688
"C40AF00181";"Моторавто";;"Creta";"1.6";"Бензиновый";3669;4675;3669;4538;3669;4675;6331;8825;6331;10962;6331;8825;10123;6329;7986;10000;13500;10000;15500;10000;13500;14661;9998;12661
"C40AF00181";"Моторавто";;"Creta";"2.0";"Бензиновый";3644;4590;3644;3941;3644;4590;6856;7410;6856;13559;6856;7410;12328;6557;7107;10500;12000;10500;17500;10500;12000;16269;10201;11697
"C40AF00181";"Моторавто";;"ix35";"2.0";"Бензиновый";4023;3457;4023;3061;4023;3457;7477;12043;7477;15439;7477;12043;12297;6224;9858;11500;15500;11500;18500;11500;15500;15358;10247;13315
"C40AF00181";"Моторавто";;"ix35";"2.0";"Дизельный";2864;3837;2864;3837;2864;3837;10636;13663;10636;13663;10636;13663;12012;9559;12012;13500;17500;13500;17500;13500;17500;15849;12423;15849
"C40AF00181";"Моторавто";;"Tucson";"1.6";"Бензиновый";2159;3109;2159;3139;2159;3109;7841;8391;7841;14361;7841;8391;13222;7542;8092;10000;11500;10000;17500;10000;11500;16361;9701;11201
"C40AF00181";"Моторавто";;"Tucson";"2.0";"Бензиновый";3175;3655;3175;2471;3175;3655;7825,6;8345,6;7825,6;15029,6;7825,6;8345,6;13844;7542;8092;11000,6;12000,6;11000,6;17500,6;11000,6;12000,6;16315;10717;11747
"C40AF00181";"Моторавто";;"Tucson";"1.6T GDI";"Бензиновый";1822;2772;1822;6726;1822;2772;8178;8728;8178;10774;8178;8728;10774;7712;8262;10000;11500;10000;17500;10000;11500;17500;9534;11034
"C40AF00181";"Моторавто";;"Tucson";"2.0";"Дизельный";2163;2917;2163;2917;2163;7613;11337;16583;11337;16583;11337;11887;16293;11047;11597;13500;19500;13500;19500;13500;19500;19210;13210;19210
"C40AF00181";"Моторавто";;"Santa Fe";"2.4";"Бензиновый";2739;1917;2739;4922;2739;1917;8761;11583;8761;13578;8761;11583;10653;7263;9561;11500;13500;11500;18500;11500;13500;15575;10002;11478
"C40AF00181";"Моторавто";;"Santa Fe";"2.2";"Дизельный";2955;7405;2955;4777;2955;7405;11545;12095;11545;14723;11545;12095;12792;10223;10773;14500;19500;14500;19500;14500;19500;17569;13178;18178
"C40AF00181";"Моторавто";;"Santa Fe New";"2.4";"Бензиновый";2668;4118;2612;7336;1917;4118;8832;9382;8832;11164;8832;9382;10865;8533;9083;11500;13500;11444;18500;10749;13500;18201;10450;13201
"C40AF00181";"Моторавто";;"Santa Fe New";"2.2";"Дизельный";2016;2507;2016;2507;2016;2507;12484;16993;12484;16993;12484;16993;16703;12194;16703;14500;19500;14500;19500;14500;19500;19210;14210;19210
"C40AF00181";"Моторавто";;"Grand Santa Fe";"3.3";"Бензиновый";3361;5311;3361;6316;3361;5311;9639;10189;9639;12184;9639;10189;12184;8271;8821;13000;15500;13000;18500;13000;15500;18500;11632;14132
"C40AF00181";"Моторавто";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";3361;5311;3361;3588;3361;5311;9639;10189;9639;14912;9639;10189;14912;8271;8821;13000;15500;13000;18500;13000;15500;18500;11632;14132
"C40AF00181";"Моторавто";;"Grand Santa Fe";"2.2";"Дизельный";3024;3308;3024;3308;3024;3308;11476;16192;11476;16192;11476;16192;14870;10154;14870;14500;19500;14500;19500;14500;19500;18178;13178;18178
"C40AF00181";"Моторавто";;"H1";"2.4";"Бензиновый";3103;2813;3103;4418;3103;2813;8397;12687;8397;14582;8397;12687;11934;7361;10783;11500;15500;11500;19000;11500;15500;16352;10464;13596
"C40AF00181";"Моторавто";;"H1";"2.5";"Дизельный";4958;5686;4958;5686;4958;5686;10542;13814;10542;13814;10542;13814;12793;9521;12793;15500;19500;15500;19500;15500;19500;18479;14479;18479
"C40AF60328";"Автомир Воронеж";;"Solaris New";"1.4";"Бензиновый";2700;3700;2700;4440;2310;3135;6427;7076,17;6427;16669;6427;7076,17;16480;6427;6888;9127;10776,17;9127;21109;8737;10211,17;20920;8737;10023
"C40AF60328";"Автомир Воронеж";;"Solaris New";"1.6";"Бензиновый";2700;3700;2700;4440;2310;3135;6430;9030;6430;11522,11;6430,1;8188;11522,11;6430,1;8188;9130;12730;9130;15962,11;8740,1;11323;15962,11;8740,1;11323
"C40AF60328";"Автомир Воронеж";;"Solaris";"1.4";"Бензиновый";2700;3700;2700;4700;2700;3700;6470;9070;6470;8677;5523;7580;8677;5523;7580;9170;12770;9170;13377;8223;11280;13377;8223;11280
"C40AF60328";"Автомир Воронеж";;"Solaris";"1.6";"Бензиновый";2700;3700;2700;4700;2700;3700;6470;9070,2;6470;8677;5523;7580;8677;5523;7580;9170;12770,2;9170;13377;8223;11280;13377;8223;11280
"C40AF60328";"Автомир Воронеж";;"i30";"1.4";"Бензиновый";2590;3515;2590;4255;2310;3135;7842,06;10442,58;7842,06;12438,66;7842;10442,58;10578,55;6565,41;8582,47;10432,06;13957,58;10432,06;16693,66;10152;13577,58;14833,55;8875,41;11717,47
"C40AF60328";"Автомир Воронеж";;"i30";"1.6";"Бензиновый";2590;3515;2590;4255;2310;3135;8127,06;10727,58;8127,06;12438,66;8127,06;10727,58;10619,65;6809,31;8867,47;10717,06;14242,58;10717,06;16693,66;10437,06;13862,58;14874,65;9119,31;12002,47
"C40AF60328";"Автомир Воронеж";;"Elantra";"1.6";"Бензиновый";2590;3515;2590;4440;2310;3135;7599;10199;7599;13206;7339,3;12559,7;13206;7339,3;12559,7;10189;13714;10189;17646;9649,3;15694,7;17646;9649,3;15694,7
"C40AF60328";"Автомир Воронеж";;"Elantra";"1.8";"Бензиновый";2590;3515;2590;4440;2310;3135;8412,06;9062,06;8412,06;11156,91;8412,06;9062,06;9880,26;7135,41;7744,31;11002,06;12577,06;11002,06;15596,91;10722,06;12197,06;14320,26;9445,41;10879,31
"C40AF60328";"Автомир Воронеж";;"Elantra new";"1.6";"Бензиновый";2700;3700;2700;4700;2700;3700;7598,06;10198,58;7598,06;13205,7;7339;12555;13164,59;7339;9356,36;10298,06;13898,58;10298,06;17905,7;10039;16255;17864,59;10039;13056,36
"C40AF60328";"Автомир Воронеж";;"Elantra new";"2.0";"Бензиновый";2700;3700;2700;4700;2700;3700;7978,06;8628,06;7978,06;15271;7719,3;8369,3;15271;7719,3;8369,3;10678,06;12328,06;10678,06;19971;10419,3;12069,3;19971;10419,3;12069,3
"C40AF60328";"Автомир Воронеж";;"Veloster";"1.6";"Бензиновый";2590;3515;2590;4255;2310;3135;7331,04;9931,56;7331,04;12026,41;7331,04;9931,56;10386,95;6233,94;8590,29;9921,04;13446,56;9921,04;16281,41;9641,04;13066,56;14641,95;8543,94;11725,29
"C40AF60328";"Автомир Воронеж";;"Veloster";"1.6T GDI";"Бензиновый";2590;3515;2590;4255;2310;3135;7331,04;7981,04;7331,04;10118,32;7331,04;7981,04;10118,32;7331,04;7981,04;9921,04;11496,04;9921,04;14373,32;9641,04;11116,04;14373,32;9641,04;11116,04
"C40AF60328";"Автомир Воронеж";;"Sonata";"2.0";"Бензиновый";3700;4900;3700;5900;3700;5900;8457,2;9107,2;8457,2;12840,74;8457,2;9107,2;12540,88;8157,34;8807,34;12157,2;14007,2;12157,2;18740,74;12157,2;15007,2;18440,88;11857,34;14707,34
"C40AF60328";"Автомир Воронеж";;"Sonata";"2.4 GDi";"Бензиновый";3700;4900;3700;5900;3700;5900;9122,2;9772,2;9122,2;13147;9122;9772,2;12846;8822;9472;12822,2;14672,2;12822,2;19047;12822;15672,2;18746;12522;15372
"C40AF60328";"Автомир Воронеж";;"i40";"1.6";"Бензиновый";2590;3515;2590;4255;2310;3135;8058,24;8708,24;8058,24;8774;8058,24;8708,24;8773,29;6637,34;7419,93;10648,24;12223,24;10648,24;13029;10368,24;11843,24;13028,29;8947,34;10554,93
"C40AF60328";"Автомир Воронеж";;"i40";"2.0";"Бензиновый";2590;3515;2590;4255;2310;3135;8194,79;8844,79;8194,79;10336,96;8194,79;8844,79;9207,79;6984,19;7112,34;10784,79;12359,79;10784,79;14591,96;10504,79;11979,79;13462,79;9294,19;10247,34
"C40AF60328";"Автомир Воронеж";;"i40";"1.7";"Дизельный";2590;3515;2590;3515;2310;3135;10288,82;13574,89;10288,82;13574,89;10288,82;13574,89;11844,43;9080,21;11844,43;12878,82;17089,89;12878,82;17089,89;12598,82;16709,89;15359,43;11390,21;14979,43
"C40AF60328";"Автомир Воронеж";;"Creta";"1.6";"Бензиновый";4080;5300;4080;5300;4080;5300;6970,14;9570,66;6970,14;11042;6712;8769;11041,96;6712;8728,44;11050,14;14870,66;11050,14;16342;10792;14069;16341,96;10792;14028,44
"C40AF60328";"Автомир Воронеж";;"Creta";"2.0";"Бензиновый";4080;5300;4080;5300;4080;5300;7160,14;7810,14;7160,14;12747;6901;7551,38;12747;6901;7551,38;11240,14;13110,14;11240,14;18047;10981;12851,38;18047;10981;12851,38
"C40AF60328";"Автомир Воронеж";;"ix35";"2.0";"Бензиновый";3400;4600;3400;5400;2805;3795;7635,18;8285,18;7635,18;10285,95;7635,18;8285,18;8291,32;6545,56;7195,56;11035,18;12885,18;11035,18;15685,95;10440,18;12080,18;13691,32;9350,56;10990,56
"C40AF60328";"Автомир Воронеж";;"ix35";"2.0";"Дизельный";3400;4600;3400;4800;2805;3795;12309,04;15443,52;12309,04;15443,52;12309,04;15443,52;13957,71;11857,91;13957,71;15709,04;20043,52;15709,04;20243,52;15114,04;19238,52;18757,71;14662,91;17752,71
"C40AF60328";"Автомир Воронеж";;"Tucson";"1.6";"Бензиновый";3400;4600;3400;5400;2805;3795;8078,3;8728,3;8078,3;18756,92;8078,3;8728,3;17523,82;7778,44;8428,44;11478,3;13328,3;11478,3;24156,92;10883,3;12523,3;22923,82;10583,44;12223,44
"C40AF60328";"Автомир Воронеж";;"Tucson";"2.0";"Бензиновый";4100;5500;4100;5500;4100;5500;8078,3;8728,3;8078,3;17564,92;11144,54;11794,54;17523,82;7778,44;8428,44;12178,3;14228,3;12178,3;23064,92;15244,54;17294,54;23023,82;11878,44;13928,44
"C40AF60328";"Автомир Воронеж";;"Tucson";"1.6T GDI";"Бензиновый";4100;5500;4100;5500;4100;5500;8078,3;8728;8078,3;10780,75;7820;8469;10780,75;7820;8469;12178,3;14228;12178,3;16280,75;11920;13969;16280,75;11920;13969
"C40AF60328";"Автомир Воронеж";;"Tucson";"2.0";"Дизельный";4100;5500;4100;5500;4100;5500;13228;18537,53;13227,16;18537,53;13227,16;18537,53;18537,53;13106,89;18537,53;17328;24037,53;17327,16;24037,53;17327,16;24037,53;24037,53;17206,89;24037,53
"C40AF60328";"Автомир Воронеж";;"Santa Fe";"2.4";"Бензиновый";3400;4600;3400;5400;2805;3795;9051,2;11981,28;9051,2;13982,05;9051,2;11981,28;12201,44;7798,99;10729,07;12451,2;16581,28;12451,2;19382,05;11856,2;15776,28;17601,44;10603,99;14524,07
"C40AF60328";"Автомир Воронеж";;"Santa Fe";"2.2";"Дизельный";3400;4600;3400;4800;2805;3795;12295,51;15768;12295,21;14313,22;12295,51;15768;13732,24;11177,34;13732,24;15695,51;20368;15695,21;19113,22;15100,51;19563;18532,24;13982,34;17527,24
"C40AF60328";"Автомир Воронеж";;"Santa Fe New";"2.4";"Бензиновый";3400;4600;3400;5400;2805;3795;9051,2;11981,28;9051,2;13982,05;9051,2;11981,28;12201,44;7798,99;10729,07;12451,2;16581,28;12451,2;19382,05;11856,2;15776,28;17601,44;10603,99;14524,07
"C40AF60328";"Автомир Воронеж";;"Santa Fe New";"2.2";"Дизельный";3400;4600;3400;4800;2805;3795;12295,51;15768;12295,21;14313,22;12295,51;15768;13732,24;11177,34;13732,24;15695,51;20368;15695,21;19113,22;15100,51;19563;18532,24;13982,34;17527,24
"C40AF60328";"Автомир Воронеж";;"Grand Santa Fe";"3.3";"Бензиновый";4080;5300;4080;5300;4080;5300;10722,21;11372,21;10722,21;12101;10722;11038;11316,74;9927,6;10254;14802,21;16672,21;14802,21;17401;14802;16338;16616,74;14007,6;15554
